Order_ID,Order_Date,Region,City,Category,Product,Quantity,Unit_Price,Discount_%,Final_Unit_Price,Total_Sales,Profit,Payment_Method,Customer_Age,Customer_Gender
156,2024-01-21,West,Delhi,Sports,Dumbbells,3,2129.24,20,1703.39,5110.17,1961.67,Cash,22,Other
157,2024-02-15,North,Chennai,Beauty,Makeup Kit,2,755.64,20,604.51,1209.02,597.54,Wallet,32,Male
158,2023-12-15,South,Hyderabad,Home & Kitchen,Storage Box,5,3825.42,5,3634.15,18170.75,8051.3,Wallet,22,Male
159,2023-04-16,North,Chennai,Grocery,Cooking Oil,1,1685.15,5,1600.89,1600.89,684.6,Card,38,Male
160,2024-01-12,North,Hyderabad,Home & Kitchen,Mixer,5,4027.53,20,3222.02,16110.1,7849.0,UPI,34,Other
161,2023-09-28,North,Kolkata,Sports,Dumbbells,3,1402.67,10,1262.4,3787.2,1377.36,Cash,43,Other
162,2023-10-15,West,Bangalore,Sports,Football,4,4336.84,15,3686.31,14745.24,4489.72,Wallet,52,Male
163,2024-07-01,West,Chennai,Sports,Dumbbells,1,3109.0,20,2487.2,2487.2,900.78,Wallet,38,Female
164,2023-05-11,West,Kolkata,Beauty,Face Cream,2,4471.21,0,4471.21,8942.42,4197.18,Card,26,Male
165,2023-12-08,West,Chennai,Grocery,Snacks,1,3471.86,15,2951.08,2951.08,1407.89,Card,50,Male
166,2024-05-30,East,Pune,Electronics,Headphones,2,4658.56,15,3959.78,7919.56,2103.82,Card,45,Other
167,2024-01-21,South,Mumbai,Clothing,Jacket,3,2527.72,10,2274.95,6824.85,2490.81,UPI,32,Other
168,2024-03-02,North,Hyderabad,Home & Kitchen,Bedsheet,1,426.59,20,341.27,341.27,155.26,Card,49,Female
169,2024-04-21,North,Bangalore,Beauty,Perfume,4,2609.89,20,2087.91,8351.64,4056.0,Card,25,Male
170,2024-04-17,North,Mumbai,Grocery,Snacks,1,3756.42,0,3756.42,3756.42,1796.98,UPI,41,Female
171,2024-07-20,North,Delhi,Beauty,Shampoo,3,159.33,20,127.46,382.38,132.84,UPI,57,Other
172,2024-05-16,South,Mumbai,Electronics,Headphones,2,2363.54,15,2009.01,4018.02,1587.48,Cash,32,Female
173,2023-12-25,West,Mumbai,Home & Kitchen,Storage Box,3,3340.72,15,2839.61,8518.83,3352.56,Cash,22,Female
174,2024-06-21,South,Kolkata,Beauty,Face Cream,5,3335.48,5,3168.71,15843.55,7822.2,Cash,49,Other
175,2024-09-25,East,Pune,Home & Kitchen,Cookware Set,4,4504.61,0,4504.61,18018.44,3733.48,Card,32,Other
176,2023-08-19,West,Chennai,Home & Kitchen,Lamp,2,151.1,15,128.44,256.88,81.04,UPI,31,Female
177,2024-06-01,East,Hyderabad,Sports,Dumbbells,1,3255.13,5,3092.37,3092.37,1102.5,UPI,27,Female
178,2023-09-06,West,Chennai,Clothing,Jeans,5,713.64,10,642.28,3211.4,661.6,Card,30,Other
179,2023-12-12,North,Delhi,Sports,Shoes,5,4609.46,15,3918.04,19590.2,8874.55,Wallet,27,Female
180,2023-10-10,West,Delhi,Home & Kitchen,Bedsheet,1,4647.61,0,4647.61,4647.61,1804.9,Wallet,31,Other
181,2023-06-25,South,Pune,Sports,Shoes,4,2004.4,5,1904.18,7616.72,1653.4,UPI,47,Female
182,2024-01-09,South,Mumbai,Home & Kitchen,Bedsheet,4,695.36,10,625.82,2503.28,585.56,Card,38,Female
183,2023-12-15,South,Mumbai,Clothing,Jeans,3,3390.13,0,3390.13,10170.39,4296.69,Wallet,35,Male
184,2024-09-30,East,Bangalore,Grocery,Cooking Oil,5,3799.71,20,3039.77,15198.85,3138.25,UPI,57,Male
185,2024-09-15,East,Mumbai,Electronics,Laptop,4,363.91,10,327.52,1310.08,549.2,UPI,45,Female
186,2023-11-26,South,Pune,Grocery,Cooking Oil,5,3666.94,5,3483.59,17417.95,8020.65,Cash,32,Male
187,2024-10-14,South,Kolkata,Electronics,Laptop,4,4107.15,10,3696.44,14785.76,6724.52,Wallet,30,Female
188,2024-11-07,West,Mumbai,Electronics,Smartphone,3,3815.11,0,3815.11,11445.33,3977.16,UPI,36,Female
189,2023-02-17,East,Delhi,Home & Kitchen,Storage Box,5,559.41,15,475.5,2377.5,734.9,Wallet,54,Female
190,2023-01-25,East,Chennai,Home & Kitchen,Bedsheet,2,2834.41,0,2834.41,5668.82,1573.02,Wallet,20,Female
191,2024-09-25,West,Chennai,Home & Kitchen,Bedsheet,1,1461.72,10,1315.55,1315.55,499.32,Card,59,Male
192,2023-07-27,East,Chennai,Grocery,Spices,2,1099.77,5,1044.78,2089.56,579.42,Wallet,56,Other
193,2023-02-25,South,Kolkata,Home & Kitchen,Lamp,3,1021.32,0,1021.32,3063.96,1187.04,Wallet,26,Female
194,2023-03-29,West,Pune,Electronics,Laptop,4,2668.38,5,2534.96,10139.84,2755.04,Card,29,Female
195,2023-10-29,South,Delhi,Grocery,Cooking Oil,1,154.05,0,154.05,154.05,32.75,Card,37,Other
196,2024-05-17,East,Bangalore,Sports,Football,3,3805.7,10,3425.13,10275.39,2066.37,Cash,21,Other
197,2023-02-13,West,Hyderabad,Clothing,T-Shirt,5,3252.49,5,3089.87,15449.35,3617.35,Wallet,52,Female
198,2024-08-14,West,Bangalore,Home & Kitchen,Mixer,2,2018.48,20,1614.78,3229.56,1612.96,UPI,56,Female
199,2024-10-07,East,Bangalore,Clothing,T-Shirt,5,242.45,15,206.08,1030.4,459.15,Cash,37,Male
200,2023-03-22,North,Kolkata,Electronics,Laptop,1,2982.19,15,2534.86,2534.86,879.51,Wallet,20,Male
201,2023-10-05,North,Delhi,Sports,Dumbbells,5,2941.92,15,2500.63,12503.15,4148.55,UPI,41,Male
202,2024-11-29,East,Delhi,Home & Kitchen,Lamp,2,3036.91,10,2733.22,5466.44,2290.74,UPI,36,Female
203,2024-06-20,West,Kolkata,Clothing,Jeans,1,3218.8,10,2896.92,2896.92,1397.57,Card,29,Female
204,2024-03-04,South,Mumbai,Electronics,Laptop,2,3567.64,15,3032.49,6064.98,2091.32,UPI,53,Female
205,2024-09-04,West,Hyderabad,Home & Kitchen,Lamp,1,2226.69,5,2115.36,2115.36,821.97,Cash,45,Male
206,2024-05-08,North,Pune,Beauty,Perfume,3,3856.28,0,3856.28,11568.84,2545.92,Cash,50,Other
207,2023-11-19,West,Delhi,Clothing,T-Shirt,1,3224.01,15,2740.41,2740.41,724.3,Cash,44,Male
208,2024-04-04,West,Pune,Electronics,Laptop,4,1980.78,0,1980.78,7923.12,1702.72,Wallet,22,Other
209,2023-06-24,East,Kolkata,Sports,Yoga Mat,1,2871.19,5,2727.63,2727.63,1090.09,Cash,30,Female
210,2024-09-11,South,Mumbai,Home & Kitchen,Storage Box,3,218.54,20,174.83,524.49,152.46,Card,36,Female
211,2023-03-10,West,Bangalore,Home & Kitchen,Bedsheet,2,4278.37,5,4064.45,8128.9,1936.14,Cash,46,Other
212,2023-02-08,East,Bangalore,Home & Kitchen,Bedsheet,5,2456.44,20,1965.15,9825.75,3562.25,Card,22,Female
213,2023-04-26,South,Pune,Clothing,Kurta,4,754.05,15,640.94,2563.76,1243.56,Card,56,Female
214,2023-06-19,East,Hyderabad,Electronics,Laptop,2,4556.01,0,4556.01,9112.02,4536.8,Card,58,Male
215,2023-06-02,South,Chennai,Beauty,Face Cream,4,743.61,0,743.61,2974.44,816.76,Card,41,Female
216,2024-07-27,South,Kolkata,Electronics,Smartwatch,1,4787.41,15,4069.3,4069.3,1980.21,Cash,39,Other
217,2023-02-12,North,Delhi,Sports,Cricket Bat,4,1451.03,15,1233.38,4933.52,1301.76,Card,27,Other
218,2023-05-06,West,Delhi,Clothing,Saree,2,4239.47,15,3603.55,7207.1,3265.44,Wallet,53,Other
219,2024-05-11,West,Chennai,Clothing,Jeans,3,407.0,5,386.65,1159.95,384.42,Wallet,38,Other
220,2024-04-21,East,Pune,Home & Kitchen,Cookware Set,4,1644.43,10,1479.99,5919.96,2343.12,Wallet,32,Male
221,2023-12-08,East,Mumbai,Electronics,Headphones,2,3689.0,10,3320.1,6640.2,1400.96,UPI,32,Other
222,2024-12-23,South,Mumbai,Electronics,Speaker,5,356.06,15,302.65,1513.25,399.0,UPI,31,Other
223,2024-12-23,South,Bangalore,Grocery,Spices,1,2522.96,20,2018.37,2018.37,853.85,UPI,20,Female
224,2023-06-11,West,Mumbai,Clothing,Jacket,2,1036.83,0,1036.83,2073.66,748.22,UPI,42,Male
225,2023-03-16,North,Delhi,Home & Kitchen,Storage Box,5,3081.78,0,3081.78,15408.9,6858.45,Card,50,Other
226,2024-11-03,South,Bangalore,Electronics,Headphones,2,3628.04,5,3446.64,6893.28,3262.92,Wallet,39,Male
227,2024-12-27,East,Pune,Clothing,Saree,1,2664.62,20,2131.7,2131.7,920.42,Cash,45,Other
228,2023-10-07,East,Chennai,Electronics,Laptop,2,2758.47,0,2758.47,5516.94,1858.86,Wallet,23,Male
229,2024-12-01,West,Delhi,Home & Kitchen,Mixer,2,2475.01,20,1980.01,3960.02,1812.54,Cash,39,Male
230,2024-06-29,West,Kolkata,Electronics,Laptop,1,3378.21,5,3209.3,3209.3,774.74,Wallet,56,Female
